geneid	a1	a2	a3	b1	b2	b3
"Zm00001d000298"	343.00	287.00	295.00	899.00	1439.00	1047.00
"Zm00001d000299"	81.00	83.00	44.00	53.00	32.00	48.00
"Zm00001d000300"	1200.74	1382.57	898.95	2588.36	2535.16	2026.50
"Zm00001d000301"	1.00	1.00	0.00	4.00	0.00	0.00
"Zm00001d000302"	1130.00	1238.00	1293.00	501.00	579.00	435.00
"Zm00001d000303"	0.00	0.00	0.00	1.00	0.00	1.00
"Zm00001d000304"	1.00	5.00	26.00	2.00	7.00	4.00
"Zm00001d000305"	12.00	16.00	20.00	38.00	37.00	35.00
"Zm00001d000307"	81.00	62.00	73.00	30.00	31.00	42.00
"Zm00001d000308"	71.00	111.00	36.00	17.00	21.00	11.00
"Zm00001d000310"	7680.00	7741.00	5016.00	2493.00	2695.00	2280.00
"Zm00001d000311"	40.00	39.00	40.00	71.00	82.00	51.00
"Zm00001d000312"	35.00	51.00	35.00	106.00	54.00	45.00
"Zm00001d000313"	54.00	75.00	95.00	75.00	72.00	74.00
"Zm00001d000314"	7.00	4.00	1.00	19.00	19.00	9.00
"Zm00001d000316"	83685.00	95436.00	90075.00	8814.00	7613.00	6915.00
"Zm00001d000328"	86.00	82.00	56.00	110.00	77.00	97.00
"Zm00001d000329"	195.00	280.00	317.00	138.00	167.00	188.00
"Zm00001d000330"	3.00	4.64	4.00	0.00	0.00	0.00
"Zm00001d000332"	2.26	3.26	0.00	8.84	10.66	3.29
"Zm00001d000339"	3952.00	3994.00	3351.00	1282.00	1591.00	1553.00
"Zm00001d000345"	4.00	5.00	9.00	3.00	3.00	3.00
"Zm00001d000346"	97.00	94.00	55.00	212.00	176.00	185.00
"Zm00001d000349"	509.00	530.00	765.00	266.00	518.00	370.00
"Zm00001d000350"	335.00	346.00	97.00	1029.00	490.00	459.00
"Zm00001d000357"	146.64	163.00	2090.97	345.00	350.96	597.00
"Zm00001d000358"	300.00	390.00	198.00	294.00	246.00	245.00
"Zm00001d000360"	27.00	33.00	28.00	61.00	45.00	37.00
"Zm00001d000361"	26.00	25.00	27.00	53.00	44.00	35.00
"Zm00001d000366"	33.68	49.24	60.05	62.91	48.73	72.01
"Zm00001d000370"	115.51	109.49	117.72	87.98	122.25	92.16
"Zm00001d000377"	0.00	1.00	1.00	6.00	3.00	3.00
"Zm00001d000379"	550.00	534.00	477.00	358.00	457.00	334.00
"Zm00001d000380"	7.00	6.00	3.00	0.00	1.00	3.00
"Zm00001d000381"	18.00	11.00	30.00	10.00	12.00	10.00
"Zm00001d000382"	5.00	17.00	14.00	45.00	82.00	52.00
"Zm00001d000387"	1.00	2.00	0.00	26.00	73.00	30.00
"Zm00001d000390"	10.00	13.00	9.00	4.00	7.00	8.00
"Zm00001d000391"	90.00	105.00	79.00	60.00	48.00	50.00
"Zm00001d000392"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d000396"	438.00	517.00	691.00	189.00	243.00	198.00
"Zm00001d000399"	1599.55	1761.94	1048.86	4915.67	3510.41	2954.21
"Zm00001d000401"	71.00	107.00	102.00	194.00	269.00	202.00
"Zm00001d000402"	21.00	24.00	26.00	41.00	46.00	41.00
"Zm00001d000403"	107.00	127.00	78.00	996.00	816.00	624.00
"Zm00001d000407"	209.00	321.00	318.00	65.00	106.00	79.00
"Zm00001d000408"	221.00	271.00	127.00	897.76	889.24	585.00
"Zm00001d000409"	0.00	5.40	1.13	0.00	0.00	0.00
"Zm00001d000411"	6.00	2.00	1.00	5.38	7.13	6.00
"Zm00001d000414"	12.00	20.00	11.00	8.59	9.29	1.55
"Zm00001d000417"	2492.32	247.06	961.90	215.02	230.50	266.87
"Zm00001d000419"	42.00	46.00	10.00	116.00	55.00	61.00
"Zm00001d000424"	726.00	803.00	915.00	638.00	1026.00	649.00
"Zm00001d000428"	43.00	59.00	42.00	279.00	444.00	311.00
"Zm00001d000429"	4.00	0.00	5.00	0.00	0.00	0.00
"Zm00001d000430"	409.00	478.00	416.00	243.00	248.00	171.00
"Zm00001d000432"	208.22	250.47	270.55	653.40	614.63	590.01
"Zm00001d000434"	12.00	16.00	12.00	1542.00	1313.00	1120.00
"Zm00001d000435"	99.00	127.00	114.00	237.00	206.00	184.00
"Zm00001d000436"	130.00	118.00	147.00	130.00	112.00	108.00
"Zm00001d000438"	0.00	0.00	0.00	0.00	0.50	0.00
"Zm00001d000439"	84.00	121.00	72.00	196.00	192.00	144.00
"Zm00001d000443"	26.00	31.00	23.00	20.00	23.00	18.00
"Zm00001d000447"	20.00	7.00	52.00	4.00	2.00	5.00
"Zm00001d000452"	190.00	327.00	168.00	442.00	474.00	367.00
"Zm00001d000458"	4.00	7.00	6.00	6.00	5.00	3.00
"Zm00001d000463"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d000472"	0.00	0.00	1.75	0.00	0.00	0.00
"Zm00001d000475"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d000477"	0.00	0.00	0.00	2.00	0.00	0.00
"Zm00001d000486"	0.00	0.00	0.00	2.00	2.00	0.00
"Zm00001d000504"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000507"	0.00	0.00	0.00	5.00	2.00	2.00
"Zm00001d000509"	0.00	3.69	1.57	2.09	1.12	3.18
"Zm00001d000512"	2.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d000522"	513.83	660.85	477.73	786.86	833.95	666.05
"Zm00001d000523"	176.51	209.69	255.25	98.59	192.28	145.67
"Zm00001d000524"	253.45	255.95	304.55	227.51	276.38	226.27
"Zm00001d000525"	14.11	13.30	5.40	0.00	4.29	0.00
"Zm00001d000526"	1208.62	1727.43	1531.66	1216.87	1579.40	1133.49
"Zm00001d000527"	0.00	0.00	0.00	0.00	0.50	0.00
"Zm00001d000529"	9.00	3.00	8.00	5.00	1.00	3.00
"Zm00001d000531"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d000533"	1.00	3.00	10.00	5.00	8.00	5.00
"Zm00001d000544"	5.00	4.00	10.00	3.00	3.00	1.00
"Zm00001d000545"	26.00	27.00	63.00	12.00	16.00	19.00
"Zm00001d000551"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000552"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d000555"	0.00	0.00	0.00	0.00	3.00	2.00
"Zm00001d000556"	1.00	8.00	6.00	169.00	179.00	244.00
"Zm00001d000557"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d000558"	4.00	17.00	4.00	23.00	21.00	13.00
"Zm00001d000561"	37.00	37.00	19.00	45.00	36.00	23.00
"Zm00001d000565"	0.00	0.00	0.00	3.00	5.00	4.00
"Zm00001d000566"	3.00	4.00	2.00	2.00	0.00	1.00
"Zm00001d000568"	0.00	2.00	2.00	2.00	4.00	1.00
"Zm00001d000570"	0.00	2.21	0.71	1.67	3.06	0.40
"Zm00001d000574"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d000576"	11.48	6.43	2.07	14.23	0.00	7.92
"Zm00001d000582"	0.00	1.32	21.71	0.73	3.86	0.00
"Zm00001d000601"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000604"	0.00	0.00	0.00	1.00	0.00	1.00
"Zm00001d000612"	0.00	6.00	0.00	0.00	0.00	0.00
"Zm00001d000617"	2.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d000618"	0.00	0.00	0.00	16.00	17.00	12.00
"Zm00001d000619"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d000620"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d000621"	0.00	1.00	19.00	0.00	0.00	0.00
"Zm00001d000625"	0.00	0.00	1.00	1.00	1.00	0.00
"Zm00001d000626"	0.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d000632"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d000634"	2.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d000648"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000659"	1.00	0.00	0.00	0.00	3.00	1.00
"Zm00001d000665"	1.00	1.00	0.00	1.00	0.00	0.00
"Zm00001d000673"	33.00	29.45	38.64	5.00	8.00	4.00
"Zm00001d000674"	3.00	6.55	2.36	7.00	2.00	1.00
"Zm00001d000675"	99.00	75.00	266.00	3.00	1.00	4.00
"Zm00001d000676"	0.00	1.64	0.00	0.00	0.00	0.00
"Zm00001d000685"	38.31	0.00	0.00	111.05	0.00	0.00
"Zm00001d000688"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d000689"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d000692"	1.00	0.00	0.00	3.00	1.00	4.00
"Zm00001d000695"	0.00	1.17	0.00	0.41	1.86	1.71
"Zm00001d000700"	7.00	3.00	5.00	28.00	55.00	28.00
"Zm00001d000702"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000707"	32.00	42.00	38.00	27.00	54.00	26.00
"Zm00001d000709"	72.00	67.00	316.00	6.00	39.00	22.00
"Zm00001d000714"	0.00	0.00	0.00	0.00	7.05	0.00
"Zm00001d000719"	0.00	0.00	0.00	7.00	2.00	14.00
"Zm00001d000721"	1.68	0.00	19.88	1.10	7.64	5.68
"Zm00001d000723"	0.00	0.00	1.00	0.00	0.00	2.00
"Zm00001d000727"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d000729"	12.92	3.22	19.00	0.00	0.00	0.00
"Zm00001d000730"	12.52	26.82	84.40	37.32	68.62	46.64
"Zm00001d000733"	0.00	0.00	0.00	629.41	0.00	4.57
"Zm00001d000736"	2.00	2.00	0.00	0.00	1.00	1.00
"Zm00001d000737"	0.00	0.00	1.51	0.00	0.00	0.00
"Zm00001d000740"	3.00	2.00	3.00	3.00	2.00	4.00
"Zm00001d000741"	14.60	17.67	4.42	2.33	7.47	9.81
"Zm00001d000745"	0.00	0.00	1.00	0.00	1.00	0.00
"Zm00001d000750"	0.00	0.00	0.00	3.00	1.00	0.00
"Zm00001d000763"	0.00	1.00	0.00	7.00	0.00	0.00
"Zm00001d000769"	25.88	20.48	23.93	19.58	17.68	27.83
"Zm00001d000770"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d000778"	0.00	0.00	0.00	0.00	0.00	0.89
"Zm00001d000785"	3.00	0.00	3.00	0.00	0.00	0.00
"Zm00001d000788"	1.00	0.00	0.00	2.00	5.00	0.00
"Zm00001d000789"	0.00	2.84	2.94	0.00	0.00	0.00
"Zm00001d000791"	77.00	70.00	87.00	9.00	15.00	5.00
"Zm00001d000796"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d000804"	30.22	41.15	56.80	30.75	32.00	37.46
"Zm00001d000808"	6.00	7.00	8.00	1.00	2.00	4.00
"Zm00001d000821"	2.00	7.00	5.00	9.00	13.00	9.00
"Zm00001d000822"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d000824"	18.00	14.00	14.00	3.00	4.00	10.00
"Zm00001d000826"	1.00	2.00	0.00	1.00	0.00	0.00
"Zm00001d000827"	6.17	2.87	36.93	0.00	7.51	2.81
"Zm00001d000838"	44.00	28.00	149.00	5.00	11.00	5.00
"Zm00001d000840"	0.00	0.00	0.00	194.00	237.00	191.00
"Zm00001d000841"	0.00	2.00	0.00	0.00	1.00	0.00
"Zm00001d000847"	0.00	0.00	5.00	0.00	0.00	1.00
"Zm00001d000849"	9.00	3.00	11.00	4.00	3.00	3.00
"Zm00001d000852"	1.00	0.00	0.00	2.00	1.00	2.00
"Zm00001d000853"	23.00	40.00	20.00	11.00	22.00	15.00
"Zm00001d000854"	1.00	1.00	1.00	8.00	9.00	11.00
"Zm00001d000858"	0.00	0.00	2.00	0.00	0.00	0.00
"Zm00001d000874"	3.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d000879"	48.00	55.00	34.00	6.00	13.00	0.00
"Zm00001d000896"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d000906"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d000908"	4.00	4.40	5.00	0.00	2.75	0.00
"Zm00001d000909"	3.00	2.00	0.00	3.00	2.00	0.00
"Zm00001d000914"	2.00	1.00	45.00	82.31	80.01	140.36
"Zm00001d000915"	0.00	0.00	0.00	3.69	1.99	3.64
"Zm00001d000919"	13.00	6.00	23.00	10.00	22.00	6.00
"Zm00001d000921"	0.00	0.00	0.00	29.00	16.00	20.00
"Zm00001d000923"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000929"	0.00	0.00	2.00	0.00	0.00	0.00
"Zm00001d000930"	0.00	0.00	0.00	2.00	0.00	0.00
"Zm00001d000942"	320.70	320.69	302.00	398.00	388.00	306.00
"Zm00001d000943"	10.30	2.31	0.00	0.00	0.00	0.00
"Zm00001d000946"	0.00	0.00	0.00	8.00	11.00	15.00
"Zm00001d000960"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d000970"	0.00	2.00	6.00	0.00	0.00	0.00
"Zm00001d000976"	1.00	0.00	0.00	1.00	2.00	0.00
"Zm00001d000977"	1.00	6.00	3.00	25.00	16.00	21.00
"Zm00001d000982"	6.00	17.00	10.00	3.00	18.00	6.00
"Zm00001d000986"	0.00	0.00	3.00	1.00	0.00	0.00
"Zm00001d000996"	0.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d000998"	8.00	5.06	7.58	0.00	0.00	3.11
"Zm00001d000999"	0.00	5.38	7.42	10.57	9.86	11.92
"Zm00001d001004"	0.00	0.00	0.00	6.00	4.00	1.00
"Zm00001d001005"	26.00	23.00	65.00	17.00	26.00	14.00
"Zm00001d001006"	67.00	53.00	126.00	29.00	77.00	60.00
"Zm00001d001012"	23.00	39.00	21.00	11.00	10.00	15.00
"Zm00001d001013"	0.00	0.00	0.00	1.00	1.00	2.00
"Zm00001d001016"	0.00	0.00	0.00	1.00	2.00	0.00
"Zm00001d001019"	7.00	3.00	3.00	1.00	1.00	1.00
"Zm00001d001023"	1.18	2.22	29.89	3.33	12.11	6.85
"Zm00001d001036"	0.00	6.00	1.00	3.00	4.00	1.00
"Zm00001d001037"	0.00	0.00	2.00	0.00	2.00	0.00
"Zm00001d001039"	2.21	1.75	0.00	3.87	1.14	2.16
"Zm00001d001040"	0.00	0.00	0.00	1.00	0.00	2.00
"Zm00001d001057"	0.00	2.21	0.00	2.20	1.12	0.00
"Zm00001d001064"	0.00	0.00	1.00	1.00	0.00	4.00
"Zm00001d001065"	0.00	0.00	25.05	0.00	1.38	1.40
"Zm00001d001066"	1.00	0.00	0.00	1.00	1.00	2.00
"Zm00001d001068"	29.18	31.18	69.80	10.00	13.00	11.00
"Zm00001d001069"	5.00	0.00	4.00	0.00	0.00	0.00
"Zm00001d001071"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001078"	0.00	1.00	0.00	1.00	1.00	5.00
"Zm00001d001080"	41.00	18.00	48.00	10.00	37.00	15.00
"Zm00001d001082"	3.00	0.00	4.00	1.00	6.00	7.00
"Zm00001d001087"	3.00	3.00	4.00	3.00	5.00	3.00
"Zm00001d001089"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001091"	0.00	1.00	0.00	0.00	0.00	1.00
"Zm00001d001113"	11.25	3.51	0.00	7.75	10.89	3.48
"Zm00001d001139"	2.67	740.12	0.22	516.30	476.92	575.50
"Zm00001d001152"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d001163"	13.00	11.00	5.00	2.00	9.00	2.00
"Zm00001d001165"	29.00	31.00	34.00	6.00	14.00	16.00
"Zm00001d001167"	0.00	0.00	0.00	3.00	5.00	8.00
"Zm00001d001172"	16.00	6.00	10.00	3.00	8.00	1.00
"Zm00001d001174"	4.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d001182"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001198"	0.00	2.00	4.00	8.51	8.00	6.00
"Zm00001d001206"	27.00	25.00	16.00	32.00	46.00	57.00
"Zm00001d001214"	0.00	0.00	1.00	1.00	0.00	0.00
"Zm00001d001217"	1.00	1.00	1.00	3.00	5.00	1.00
"Zm00001d001219"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d001223"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001231"	0.00	0.00	8.00	0.00	0.00	1.00
"Zm00001d001240"	3.00	4.00	8.00	2.00	2.00	1.00
"Zm00001d001245"	4.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d001248"	1.00	1.00	0.00	1.00	1.00	1.00
"Zm00001d001250"	5.00	0.00	3.00	0.00	0.00	0.00
"Zm00001d001251"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d001254"	1.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d001267"	5.00	7.00	3.00	9.00	18.00	27.00
"Zm00001d001276"	21.00	15.00	89.00	4.00	4.00	6.00
"Zm00001d001282"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001285"	0.00	4.71	80.10	4.67	17.47	4.53
"Zm00001d001291"	53.00	40.00	69.00	9.00	4.00	7.00
"Zm00001d001302"	45.00	144.72	24.00	102.00	140.00	125.93
"Zm00001d001303"	2.00	3.00	1.00	54.00	41.00	42.00
"Zm00001d001305"	4.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001307"	3.87	1.15	16.02	4.54	2.34	5.59
"Zm00001d001308"	0.00	0.00	1.00	1.00	1.00	0.00
"Zm00001d001310"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d001311"	6.00	5.00	6.00	3.00	4.00	1.00
"Zm00001d001313"	0.00	1.00	0.00	4.00	4.00	3.00
"Zm00001d001315"	0.00	1.00	0.00	0.00	0.00	1.00
"Zm00001d001319"	0.00	4.00	0.00	0.00	0.00	0.00
"Zm00001d001322"	0.00	0.82	0.00	0.00	0.00	0.00
"Zm00001d001323"	4.00	25.18	6.00	1.00	0.00	2.00
"Zm00001d001328"	0.00	0.00	0.00	0.00	2.00	2.00
"Zm00001d001333"	0.00	0.00	0.32	0.91	0.00	0.00
"Zm00001d001335"	1.00	0.00	0.00	2.49	0.00	0.00
"Zm00001d001338"	0.00	0.00	0.00	20.00	14.00	26.00
"Zm00001d001339"	0.00	0.00	0.00	2.73	0.00	0.00
"Zm00001d001344"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d001346"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001349"	0.00	3.00	5.00	0.00	3.00	0.00
"Zm00001d001351"	2.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001352"	40.00	39.00	59.00	12.00	23.00	21.00
"Zm00001d001353"	0.00	1.00	0.00	4.00	1.00	1.00
"Zm00001d001358"	2.00	4.00	0.00	0.00	1.00	5.00
"Zm00001d001362"	0.00	0.00	0.00	5.00	2.00	2.00
"Zm00001d001370"	0.00	2.00	0.00	0.00	6.00	1.00
"Zm00001d001372"	0.00	6.00	0.00	11.39	12.76	11.29
"Zm00001d001373"	5.00	6.00	18.00	652.61	437.24	365.71
"Zm00001d001375"	0.00	0.00	0.00	2.00	4.00	0.00
"Zm00001d001377"	1.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d001393"	11.00	21.00	57.00	19.00	28.00	29.00
"Zm00001d001394"	0.00	0.00	5.00	0.00	3.00	1.00
"Zm00001d001397"	0.00	1.00	1.00	2.00	3.00	1.00
"Zm00001d001398"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d001404"	5.54	0.00	17.50	0.00	0.00	2.79
"Zm00001d001414"	27.50	20.22	16.98	4.00	8.00	9.73
"Zm00001d001423"	0.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d001425"	2.00	6.00	5.00	3.00	4.00	1.00
"Zm00001d001432"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d001433"	0.00	0.00	0.00	1.00	2.00	1.00
"Zm00001d001446"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d001449"	0.00	0.00	0.00	7.00	0.00	4.00
"Zm00001d001453"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001456"	8.00	4.00	5.00	20.00	26.00	22.00
"Zm00001d001464"	0.50	0.00	0.00	0.34	1.00	2.98
"Zm00001d001469"	0.68	0.08	4.12	0.00	0.00	0.19
"Zm00001d001471"	29.00	56.00	34.00	24.00	29.00	24.00
"Zm00001d001472"	38.00	50.00	65.00	122.00	152.00	123.00
"Zm00001d001475"	0.00	0.00	0.00	2.00	1.00	0.00
"Zm00001d001482"	0.00	0.00	0.00	1.00	1.00	1.00
"Zm00001d001489"	0.00	0.00	0.00	5.00	0.00	0.00
"Zm00001d001490"	211.00	235.00	230.00	84.00	112.00	96.00
"Zm00001d001491"	7.00	4.00	4.00	7.00	16.00	1.00
"Zm00001d001492"	3.74	1.18	3.65	1.16	1.21	1.23
"Zm00001d001495"	0.00	0.00	0.00	0.24	0.54	0.00
"Zm00001d001497"	4.00	0.00	1.00	0.00	3.00	1.00
"Zm00001d001503"	2.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001504"	0.00	0.00	7.07	0.00	0.52	0.00
"Zm00001d001513"	22.97	30.97	45.84	8.50	13.25	6.16
"Zm00001d001516"	32.10	16.81	27.95	1.33	10.25	8.04
"Zm00001d001518"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001520"	5.03	3.01	5.02	12.01	13.02	4.01
"Zm00001d001523"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d001527"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d001532"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001541"	3.00	6.00	4.00	2.00	4.00	1.00
"Zm00001d001542"	4.00	0.00	0.00	2.00	1.00	1.00
"Zm00001d001544"	1.00	1.00	0.00	1.00	1.00	0.00
"Zm00001d001545"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d001547"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d001551"	7.00	6.00	13.00	11.00	13.00	6.00
"Zm00001d001554"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001563"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d001564"	0.00	3.00	0.00	0.00	0.00	0.00
"Zm00001d001565"	0.00	0.00	2.00	1.00	0.00	0.00
"Zm00001d001566"	4.00	5.00	3.00	22.00	9.00	9.00
"Zm00001d001567"	0.00	0.00	0.00	0.00	5.00	0.00
"Zm00001d001572"	2.97	0.00	5.33	0.00	0.00	0.00
"Zm00001d001573"	0.00	0.00	1.00	1.00	0.00	0.00
"Zm00001d001574"	2.00	0.00	0.00	6.00	2.00	7.00
"Zm00001d001577"	55.31	75.83	120.66	61.78	98.72	79.05
"Zm00001d001580"	9.00	3.00	1.00	2.00	4.00	7.00
"Zm00001d001583"	0.00	1.00	2.00	0.00	1.49	0.00
"Zm00001d001600"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d001603"	4.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d001605"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001606"	0.00	0.00	0.00	2.00	3.00	1.00
"Zm00001d001609"	8.00	12.00	4.00	17.00	15.00	7.00
"Zm00001d001610"	0.00	0.00	0.00	1.00	1.00	2.00
"Zm00001d001620"	0.00	0.00	2.00	0.00	0.00	0.00
"Zm00001d001628"	2.00	1.00	3.00	6.00	8.00	6.00
"Zm00001d001630"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d001633"	0.00	1.00	0.00	0.00	0.00	1.00
"Zm00001d001641"	3.00	2.00	1.00	2.00	6.00	1.00
"Zm00001d001642"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d001644"	0.00	1.00	0.00	12.00	11.00	8.00
"Zm00001d001645"	18.74	21.51	20.51	35.37	11.72	10.29
"Zm00001d001646"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d001648"	0.00	0.00	0.00	0.00	0.00	2.00
"Zm00001d001649"	2.00	0.00	0.00	19.00	23.00	26.00
"Zm00001d001656"	19.00	19.00	16.00	13.00	14.00	12.00
"Zm00001d001662"	0.00	0.00	0.00	0.00	1.00	1.00
"Zm00001d001663"	0.00	1.00	0.00	3.00	1.00	2.00
"Zm00001d001666"	0.00	1.00	0.00	0.00	1.00	0.00
"Zm00001d001668"	3.00	1.00	2.00	0.00	0.00	2.00
"Zm00001d001672"	5.00	14.00	18.00	54.00	98.00	88.00
"Zm00001d001673"	0.00	3.00	2.00	4.00	3.00	1.00
"Zm00001d001675"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d001676"	0.00	0.00	5.37	1.07	0.00	1.08
"Zm00001d001677"	4.00	6.00	2.00	0.00	1.00	1.00
"Zm00001d001688"	2.00	0.00	4.00	2.00	0.00	0.00
"Zm00001d001691"	0.00	1.00	0.00	2.00	0.00	0.00
"Zm00001d001692"	0.00	0.00	3.00	0.00	0.00	0.00
"Zm00001d001696"	2.00	1.00	2.00	0.00	0.00	1.00
"Zm00001d001700"	21.00	21.00	28.00	22.00	18.00	12.00
"Zm00001d001709"	70.00	84.00	90.00	75.00	90.00	78.00
"Zm00001d001711"	50.00	54.00	46.00	48.00	56.00	41.00
"Zm00001d001735"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d001738"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d001741"	20.00	11.00	31.00	5.00	7.00	4.00
"Zm00001d001742"	0.00	2.90	1.54	0.00	0.00	0.00
"Zm00001d001745"	2.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d001747"	54.00	34.00	51.00	37.00	49.00	27.00
"Zm00001d001754"	0.00	0.00	0.00	18.00	14.00	18.00
"Zm00001d001756"	6.00	15.00	11.00	7.00	16.00	6.00
"Zm00001d001758"	3.00	11.00	15.00	128.00	114.00	79.00
"Zm00001d001759"	0.00	4.00	7.00	82.00	58.00	29.00
"Zm00001d001760"	42.00	57.00	45.00	3.00	6.00	7.00
"Zm00001d001762"	0.00	0.00	5.00	0.00	2.00	1.00
"Zm00001d001763"	16.00	16.00	5.00	71.00	70.00	42.00
"Zm00001d001765"	61.00	89.00	102.00	386.00	319.00	225.00
"Zm00001d001766"	6774.00	8235.00	7022.00	7812.00	7772.00	7864.00
"Zm00001d001767"	0.00	3.00	0.00	7.00	4.00	4.00
"Zm00001d001769"	18.00	9.00	83.00	405.00	747.00	511.00
"Zm00001d001770"	2.00	2.01	0.00	12.18	1.01	9.90
"Zm00001d001771"	0.00	1.00	0.00	0.00	1.00	7.00
"Zm00001d001772"	0.00	1.00	0.00	0.00	1.00	0.00
"Zm00001d001773"	7.00	2.00	27.00	52.00	61.00	40.00
"Zm00001d001774"	3224.00	3353.00	4174.00	6105.00	8497.00	6600.00
"Zm00001d001779"	64.00	70.00	34.00	23.00	15.00	12.00
"Zm00001d001780"	130.00	121.00	80.00	259.00	234.00	183.00
"Zm00001d001781"	124.00	165.00	119.00	590.00	680.00	579.00
"Zm00001d001784"	321.00	411.00	228.00	973.00	829.00	788.00
"Zm00001d001785"	20.00	14.00	14.00	33.00	20.00	14.00
"Zm00001d001786"	15.00	25.00	19.00	17.00	13.00	23.00
"Zm00001d001787"	229.00	254.00	277.00	469.00	503.00	443.59
"Zm00001d001788"	836.00	860.00	882.00	1245.00	1055.00	858.00
"Zm00001d001789"	215.00	196.00	265.00	372.00	495.00	422.00
"Zm00001d001790"	147.00	153.00	155.00	204.00	201.00	171.00
"Zm00001d001792"	9.28	12.91	4.01	77.26	69.99	41.02
"Zm00001d001796"	2.05	4.06	1.01	3.00	5.00	3.08
"Zm00001d001797"	36.00	37.00	39.00	46.00	46.00	51.00
"Zm00001d001798"	192.00	267.00	201.00	399.00	453.00	324.00
